Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3687",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3759477.3760412.fwd","PATRIC","CDS",3759477,3760412,936,"+",,"PLF_561_00004238","PGF_00420872",,311,,"D-allose ABC transporter, substrate-binding protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3688",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3760539.3762071.fwd","PATRIC","CDS",3760539,3762071,1533,"+",,"PLF_561_00004184","PGF_00420870",,510,,"D-allose ABC transporter, ATP-binding protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3689",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3762050.3763030.fwd","PATRIC","CDS",3762050,3763030,981,"+",,"PLF_561_00004140","PGF_00420871",,326,,"D-allose ABC transporter, permease protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3690",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3763041.3763736.fwd","PATRIC","CDS",3763041,3763736,696,"+",,"PLF_561_00004260","PGF_00420875",,231,,"D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-)","GO:0036373|L-fucose mutarotase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3691",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3763720.3764649.fwd","PATRIC","CDS",3763720,3764649,930,"+",,"PLF_561_00004249","PGF_00420873",,309,,"D-allose kinase (EC 2.7.1.55)","GO:0008787|allose kinase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3692",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3764922.3766907.fwd","PATRIC","CDS",3764922,3766907,1986,"+",,"PLF_561_00000535","PGF_01796289",,661,,"Putative alkyl/aryl-sulfatase YjcS",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.372",,,"PATRIC.562.163959.562.163959.con.0001.CDS.376593.377795.fwd","PATRIC","CDS",376593,377795,1203,"+",,"PLF_561_00002428","PGF_07800768",,400,,"2-polyprenylphenol hydroxylase",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3693",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3767116.3767391.fwd","PATRIC","CDS",3767116,3767391,276,"+",,"PLF_561_00003105","PGF_00096300",,91,,"Uncharacterized protein YtcA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3694",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3767410.3768441.fwd","PATRIC","CDS",3767410,3768441,1032,"+",,"PLF_561_00001631","PGF_00014103",,343,,"Inner membrane component MdtN of tripartite multidrug resistance system",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3695",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3768441.3770492.fwd","PATRIC","CDS",3768441,3770492,2052,"+",,"PLF_561_00000543","PGF_00019570",,683,,"Membrane fusion component MdtO of tripartite multidrug resistance system",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3696",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3770489.3771955.fwd","PATRIC","CDS",3770489,3771955,1467,"+",,"PLF_561_00000360","PGF_02872750",,488,,"Multidrug resistance outer membrane protein MdtP",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3697",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3771978.3772091.rev","PATRIC","CDS",3771978,3772091,114,"-",,"PLF_561_00003379","PGF_00699739",,37,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3698",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3772153.3774300.fwd","PATRIC","CDS",3772153,3774300,2148,"+",,"PLF_561_00000016","PGF_00006130",,715,,"Formate dehydrogenase H (EC 1.2.1.2) @ selenocysteine-containing","GO:0008863|formate dehydrogenase (NAD+) activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3699",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3774394.3775083.fwd","PATRIC","CDS",3774394,3775083,690,"+",,"PLF_561_00000335","PGF_03133754",,229,,"Uncharacterized protein YjcO",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3700",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3775614.3776927.rev","PATRIC","CDS",3775614,3776927,1314,"-",,"PLF_561_00000315","PGF_02748988",,437,,"Proton/glutamate symporter @ Proton/aspartate symporter",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3701",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3777007.3777135.fwd","PATRIC","CDS",3777007,3777135,129,"+",,"PLF_561_00003340","PGF_00137609",,42,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3702",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3777269.3777865.rev","PATRIC","CDS",3777269,3777865,597,"-",,"PLF_561_00002705","PGF_00006247",,198,,"Formate-dependent nitrite reductase complex subunit NrfG",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3703",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3777862.3778245.rev","PATRIC","CDS",3777862,3778245,384,"-",,"PLF_561_00002567","PGF_00006246",,127,,"Formate-dependent nitrite reductase complex subunit NrfF",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3704",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3778238.3779860.rev","PATRIC","CDS",3778238,3779860,1623,"-",,"PLF_561_00001176","PGF_00420517",,540,,"Cytochrome c-type heme lyase subunit nrfE, nitrite reductase complex assembly",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3705",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3779976.3780932.rev","PATRIC","CDS",3779976,3780932,957,"-",,"PLF_561_00002775","PGF_00026310",,318,,"NrfD protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3706",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3780929.3781600.rev","PATRIC","CDS",3780929,3781600,672,"-",,"PLF_561_00003017","PGF_00026307",,223,,"NrfC protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3707",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3781597.3782163.rev","PATRIC","CDS",3781597,3782163,567,"-",,"PLF_561_00002866","PGF_03345642",,188,,"Cytochrome c-type protein NrfB precursor",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3708",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3782208.3783644.rev","PATRIC","CDS",3782208,3783644,1437,"-",,"PLF_561_00001061","PGF_00420561",,478,,"Cytochrome c552 precursor (EC 1.7.2.2)","GO:0042279|nitrite reductase (cytochrome, ammonia-forming) activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.373",,,"PATRIC.562.163959.562.163959.con.0001.CDS.378243.379337.fwd","PATRIC","CDS",378243,379337,1095,"+",,"PLF_561_00000991","PGF_00053770",,364,,"Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)","GO:0004047|aminomethyltransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3709",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3784037.3785995.fwd","PATRIC","CDS",3784037,3785995,1959,"+",,"PLF_561_00000455","PGF_10523783",,652,,"Acetyl-CoA synthetase (EC 6.2.1.1)","GO:0003987|acetate-CoA ligase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3710",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3786195.3786509.fwd","PATRIC","CDS",3786195,3786509,315,"+",,"PLF_561_00002592","PGF_00041975",,104,,"Inner membrane protein YjcH, clustering with ActP",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3711",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3786506.3788155.fwd","PATRIC","CDS",3786506,3788155,1650,"+",,"PLF_561_00000656","PGF_00024619",,549,,"Acetate permease ActP (cation/acetate symporter)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3712",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3788333.3789625.fwd","PATRIC","CDS",3788333,3789625,1293,"+",,"PLF_561_00003713","PGF_03019049",,430,,"Uncharacterized protein YjcF",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3713",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3789779.3791428.rev","PATRIC","CDS",3789779,3791428,1650,"-",,"PLF_561_00000977","PGF_03974418",,549,,"Uncharacterized Na(+)/H(+) exchanger YjcE",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3714",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3791580.3792929.rev","PATRIC","CDS",3791580,3792929,1350,"-",,"PLF_561_00002048","PGF_02802027",,449,,"Guanine/hypoxanthine permease GhxP",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3715",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3792966.3793184.fwd","PATRIC","CDS",3792966,3793184,219,"+",,"PLF_561_00003821","PGF_00145629",,72,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3716",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3793475.3793939.rev","PATRIC","CDS",3793475,3793939,465,"-",,"PLF_561_00002516","PGF_00047152",,154,,"Redox-sensitive transcriptional activator SoxR",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.374",,,"PATRIC.562.163959.562.163959.con.0001.CDS.379361.379750.fwd","PATRIC","CDS",379361,379750,390,"+",,"PLF_561_00002188","PGF_01674551",,129,,"Glycine cleavage system H protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3717",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3794025.3794348.fwd","PATRIC","CDS",3794025,3794348,324,"+",,"PLF_561_00002730","PGF_00047358",,107,,"DNA-binding transcriptional dual regulator SoxS",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3718",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3794351.3795937.rev","PATRIC","CDS",3794351,3795937,1587,"-",,"PLF_561_00000296","PGF_00040461",,528,,"c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeC","GO:0071111|cyclic-guanylate-specific phosphodiesterase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3719",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3796367.3796648.fwd","PATRIC","CDS",3796367,3796648,282,"+",,"PLF_561_00002900","PGF_01959179",,93,,"Uncharacterized protein YjcB",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3720",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3796747.3797283.rev","PATRIC","CDS",3796747,3797283,537,"-",,"PLF_561_00015966","PGF_02142873",,178,,"Single-stranded DNA-binding protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3721",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3797537.3800359.fwd","PATRIC","CDS",3797537,3800359,2823,"+",,"PLF_561_00127318","PGF_04041316",,940,,"Excinuclease ABC subunit A",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.375",,,"PATRIC.562.163959.562.163959.con.0001.CDS.379869.382742.fwd","PATRIC","CDS",379869,382742,2874,"+",,"PLF_561_00000785","PGF_00008773",,957,,"Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)","GO:0004375|glycine dehydrogenase (decarboxylating) activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3722",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3800394.3800750.rev","PATRIC","CDS",3800394,3800750,357,"-",,"PLF_561_00002432","PGF_00038761",,118,,"Uncharacterized protein YjbR",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3723",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3800754.3801170.rev","PATRIC","CDS",3800754,3801170,417,"-",,"PLF_561_00002290","PGF_04369616",,138,,"UPF0047 protein YjbQ",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3724",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3801281.3801994.rev","PATRIC","CDS",3801281,3801994,714,"-",,"PLF_561_00000859","PGF_00025032",,237,,"NMN phosphatase (EC 3.1.3.5); Class B acid phosphatase precursor (EC 3.1.3.2)","GO:0008253|5'-nucleotidase activity;GO:0003993|acid phosphatase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3725",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3802396.3802599.fwd","PATRIC","CDS",3802396,3802599,204,"+",,"PLF_561_00003832","PGF_12737228",,67,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3726",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3802629.3802763.fwd","PATRIC","CDS",3802629,3802763,135,"+",,"PLF_561_00003832","PGF_12737228",,44,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3727",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3803101.3804294.rev","PATRIC","CDS",3803101,3804294,1194,"-",,"PLF_561_00002172","PGF_00403929",,397,,"Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)","GO:0008793|aromatic-amino-acid:2-oxoglutarate aminotransferase activity;GO:0008793|L-phenylalanine:2-oxoglutarate aminotransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3728",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3804547.3805626.rev","PATRIC","CDS",3804547,3805626,1080,"-",,"PLF_561_00000990","PGF_08932911",,359,,"Alanine racemase (EC 5.1.1.1)","GO:0008784|alanine racemase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3729",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3805679.3807094.rev","PATRIC","CDS",3805679,3807094,1416,"-",,"PLF_561_00196407","PGF_10518765",,471,,"Replicative DNA helicase (DnaB) (EC 3.6.4.12)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3730",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3807177.3808160.fwd","PATRIC","CDS",3807177,3808160,984,"+",,"PLF_561_00000403","PGF_04596496",,327,,"Quinone oxidoreductase (EC 1.6.5.5)","GO:0003960|NADPH:quinone reductase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3731",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3808326.3808568.rev","PATRIC","CDS",3808326,3808568,243,"-",,"PLF_561_00001764","PGF_02806339",,80,,"Phage shock protein G",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3732",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3808702.3809739.rev","PATRIC","CDS",3808702,3809739,1038,"-",,"PLF_561_00002158","PGF_06946342",,345,,"tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.91)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3733",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3809921.3810046.rev","PATRIC","CDS",3809921,3810046,126,"-",,"PLF_561_00005196","PGF_00250959",,41,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3734",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3810102.3810809.rev","PATRIC","CDS",3810102,3810809,708,"-",,"PLF_561_00003879","PGF_02968725",,235,,"Uncharacterized protein YjbM",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3735",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3810833.3811087.rev","PATRIC","CDS",3810833,3811087,255,"-",,"PLF_561_00004634","PGF_02902213",,84,,"Uncharacterized protein YjbL",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3736",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3811405.3811920.fwd","PATRIC","CDS",3811405,3811920,516,"+",,"PLF_561_00001581","PGF_00067547",,171,,"Zinc uptake regulation protein Zur",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3737",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3811962.3812171.rev","PATRIC","CDS",3811962,3812171,210,"-",,"PLF_561_00002042","PGF_10328292",,69,,"UPF0337 protein YjbJ",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3738",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3812287.3813612.rev","PATRIC","CDS",3812287,3813612,1326,"-",,"PLF_561_00000779","PGF_03131321",,441,,"DNA-damage-inducible protein F",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3739",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3813685.3814293.rev","PATRIC","CDS",3813685,3814293,609,"-",,"PLF_561_00002022","PGF_03810679",,202,,"SOS-response repressor and protease LexA (EC 3.4.21.88)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3740",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3814403.3814771.rev","PATRIC","CDS",3814403,3814771,369,"-",,"PLF_561_00000080","PGF_08331244",,122,,"Diacylglycerol kinase (EC 2.7.1.107)","GO:0004143|diacylglycerol kinase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3741",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3814942.3817365.fwd","PATRIC","CDS",3814942,3817365,2424,"+",,"PLF_561_00000721","PGF_00008595",,807,,"Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)","GO:0004366|glycerol-3-phosphate O-acyltransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3742",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3817520.3818392.rev","PATRIC","CDS",3817520,3818392,873,"-",,"PLF_561_00002464","PGF_00423927",,290,,"4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)","GO:0002083|4-hydroxybenzoate decaprenyltransferase activity;GO:0002083|4-hydroxybenzoate nonaprenyltransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3743",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3818405.3818902.rev","PATRIC","CDS",3818405,3818902,498,"-",,"PLF_561_00001823","PGF_00417843",,165,,"Chorismate--pyruvate lyase (EC 4.1.3.40)","GO:0008813|chorismate lyase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3744",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3819125.3820453.rev","PATRIC","CDS",3819125,3820453,1329,"-",,"PLF_561_00003835","PGF_00067372",,442,,"YjbI protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3745",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3820511.3820705.rev","PATRIC","CDS",3820511,3820705,195,"-",,"PLF_561_00004562","PGF_00067372",,64,,"YjbI protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3746",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3820807.3820959.fwd","PATRIC","CDS",3820807,3820959,153,"+",,"PLF_561_00004591","PGF_00202645",,50,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.3747",,,"PATRIC.562.163959.562.163959.con.0001.CDS.3820934.3821854.rev","PATRIC","CDS",3820934,3821854,921,"-",,"PLF_561_00002315","PGF_00019087",,306,,"Maltose operon periplasmic protein MalM",
